"","DS6","DF6","DL6","DR3","DS3","DF3","DL3","DR2","DS2","DF2","DL2","DR6","NF3","NF6","NR3","NR6","BR3","BF3"
"oases3_k49_Locus_64704_Transcript_2_1",10.0697,5.41726,0,10.2977,21.2302,2.17235,0,13.4903,0,6.47317,0,6.05078,0,0,0,0,4,1
"oases3_k49_Locus_6475_Transcript_9_1",3.2585,5.34404,1.75948,33.0674,55.0087,1.871,14.0968,4.95638,20.716,114.763,0,11.9698,0,0,1,1,5.40957,3.73685
"oases3_k49_Locus_6476_Transcript_4_2",2,87,1,1,5,27,0,0,0,55,0,0,3270,1623,3,1,0,829
"oases3_k49_Locus_6480_Transcript_11_1",9,1,0,0,1,1,2,4,0,0,0,1.48579,71.0385,19.4733,78.7444,46.5258,38.6759,33.0376
"oases3_k49_Locus_6492_Transcript_1_1",24,14,0,2,102,12,4,15,0,46,0,11,75,5,66,18,9,24
"oases3_k49_Locus_6513_Transcript_4_1",113,38,11,12,91,5,6,15,3,56,61,10,636,330,530,264,209,365
"oases3_k49_Locus_6519_Transcript_1_1",49,12,3,7,120,6,0,8,1,23,0,3,199,46,375,143,133,134
"oases3_k49_Locus_6524_Transcript_3_1",0,1,0,0,12,0,0,0,0,0,0,0,115,14,37,5,8,112
"oases3_k49_Locus_6533_Transcript_1_1",15,5,0,0,2,0,1,6,3,18.5551,0,2,98,91,73,137,20,55.2533
"oases3_k49_Locus_6538_Transcript_14_1",15.9294,1.03031,0,1,23.5828,8,0,0,1,4.83456,0,0,489.168,71.7162,94.9809,52.7051,42.765,284.577
"oases3_k49_Locus_65484_Transcript_1_1",9,12,8,0,8,5,18,5,8,15,0,9,1,1,2,0,0,2
"oases3_k49_Locus_65554_Transcript_1_1",5.56831,9.26036,0,41.7762,44.9976,3,3,28.9281,0,20.1876,0,13.951,4,0,1,1,3.49352,0
"oases3_k49_Locus_6560_Transcript_1_1",2,1,0,0,37,0,0,2,0,4,1,1,18,20,51,63,16,10
"oases3_k49_Locus_65624_Transcript_1_1",2,3,1,0,6,0,3,0,0,0,0,2,12,6,16,19,8,8
"oases3_k49_Locus_6569_Transcript_25_1",17,146,21,11,25,28,69,10,165,111,45,3,1945.67,1274.83,117.385,18,25,924.732
"oases3_k49_Locus_6569_Transcript_25_2",168.577,100.358,23.6299,31,208,42.3466,25,32,94,121.356,67,30,1546,791.923,776.447,594.517,279.557,931.919
"oases3_k49_Locus_6574_Transcript_1_1",198,130,68,18,229,18,36,30,75,90,1,27,1322.44,1123.82,1280.12,1180.46,552.173,775.854
"oases3_k49_Locus_6582_Transcript_1_1",22.9299,0,2.05558,2,105.351,1,2.25565,1,0,0,3.01101,0,477.394,90.4146,616.845,165.342,227.987,329.061
"oases3_k49_Locus_6593_Transcript_4_1",673,130,22,57,315,19,59,106,37,434,136,87,1086,642,1155,1028,502,762
"oases3_k49_Locus_6598_Transcript_8_1",32,1,1,27,485,1,0,8,1,0,1,16,2,5,212,726,281,1
"oases3_k49_Locus_65_Transcript_21_1",61,23,4,64,829.658,24,32,9,8,18,1,8,5162.6,194.029,4580.2,254.243,1190.486,2957.04
"oases3_k49_Locus_6607_Transcript_2_1",12.0616,2.18872,0,5.39014,2.61959,1.33869,0,0,2,2,0,0,51.4091,37.8004,18.8889,25.8195,0,29.12558
"oases3_k49_Locus_6608_Transcript_6_1",22,2,2,5,42,3,5,3,7,11,0,2,905,41,302,49,184,397
"oases3_k49_Locus_6621_Transcript_11_1",3.03789,0,0,9,26.1461,4,3,2,0,3.99782,0,0,92.4838,5.25569,107.446,3.6081,40.8516,90.974
"oases3_k49_Locus_6630_Transcript_6_1",0,0,0,0,0,0,0,0,0,0,0,0,8.3905,18.2133,37.79,15.8016,13.52264,10.54969
"oases3_k49_Locus_6635_Transcript_3_1",2,5,0,6,12,1,4,1,1,7,0,0,124,22,96,62,33,55
"oases3_k49_Locus_6638_Transcript_4_1",7.28863,7.3721,1.78452,0,0,11.4348,0,0,0,3.56215,3.89946,2.52841,23.7054,40.0453,11.9052,29.4541,22.52729,24.2789
"oases3_k49_Locus_66468_Transcript_1_1",0,48,0,0,0,12,0,2,0,150,0,1,162,324,0,0,0,0
"oases3_k49_Locus_6657_Transcript_2_1",0,0,0,1,2,0,0,0,0,0,0,0,67,4,170,0,29,30
"oases3_k49_Locus_666_Transcript_19_2",108.448,52.7348,7,22.3875,300.371,28.0595,12.0408,15.2293,3.03105,702.304,34.0624,38.1344,611.235,234.453,547.26,261.81,178.056,396.404
"oases3_k49_Locus_6671_Transcript_1_1",12.2542,4,5,40.8592,388.113,65.9595,77.8269,70,92,354.83,106,4.50968,62.0428,0,50.5443,0,17.99411,18.24543
"oases3_k49_Locus_6678_Transcript_3_1",9.50628,3.08175,0,8.26037,271.05,0,2,10.5708,0,19,1,1,433.151,131.079,1773.11,534.034,617.81,261.233
"oases3_k49_Locus_6683_Transcript_3_1",48,41,23,3,19,4,4,9,14,16,25,9,415,623,395,286,150,313
"oases3_k49_Locus_6687_Transcript_2_1",177,102,90,30,351,6,37,69,53,361,1,26,244,160,196,108,89,69
"oases3_k49_Locus_6697_Transcript_7_1",1028.24,765.792,42.2026,153.418,971.821,217.927,86.6681,271.203,91.5662,1598.5,340.502,40.9465,2363.19,1811.39,1143.03,551.683,336.2,1045.24
"oases3_k49_Locus_6701_Transcript_5_1",26,6,19,5,10,1,1,3,16,9,52,0,157,96,75,62,24,125
"oases3_k49_Locus_670_Transcript_3_1",66,17,9,5,63,0,3,2,4,41,0,4,268.951,190.847,247.219,226.594,128.4616,174.8111
"oases3_k49_Locus_6715_Transcript_5_1",24,6,1,1,44,0,1,2,0,6,1,2,161,60,168,61,93,103
"oases3_k49_Locus_6727_Transcript_5_1",3.50771,0,0,3,8,0,0,0,0,0,0,0,8.36931,3.49014,92.6545,49.4785,27.4137,4.12612
"oases3_k49_Locus_6732_Transcript_2_1",4,1,2,1,9,0,4,0,0,3,0,1,105.461,110.649,139,104,45,100
"oases3_k49_Locus_6735_Transcript_1_1",312.989,45.3009,5.46893,10,147.883,21.5146,5,14.1617,0,27.5565,0,1,1430.84,1218.48,220.302,75.7556,45.7595,1002.752
"oases3_k49_Locus_6737_Transcript_14_1",144.283,68,24,27,192.528,21,30,18,22,96,46,26,965.758,980.506,1290.29,1148.22,500,769
"oases3_k49_Locus_6739_Transcript_4_1",19,7,2,4,24,0,0,3,0,6,0,1,158,150,184,160,59,111
"oases3_k49_Locus_6740_Transcript_10_1",10.4461,4.02508,0,16.2735,39.7839,0,0,9.74153,0,4.07983,0,7.24999,210.023,103.159,473.849,83.5843,190.7232,204.1289
"oases3_k49_Locus_6742_Transcript_2_1",72,76,7,13,51,22,8,15,14,74,58,11,284,370,308,262,104,206
"oases3_k49_Locus_6749_Transcript_18_1",621.131,116.765,51,98,548.011,24.6404,26,75.8373,27,104,156,24.7682,2432.66,2140.9,6063.7,3068.41,2554.56,1576.039
"oases3_k49_Locus_6760_Transcript_3_1",5.3259,5.23086,3.13748,1.14536,12.7948,0,2.18485,1.01139,0,2.09303,0,2.14856,19.3571,68.5325,48.0063,44.7647,23.1038,10.39888
"oases3_k49_Locus_6785_Transcript_1_1",1,0,0,1,7,0,1,1,4,4,0,0,149,7,84,21,51,76
"oases3_k49_Locus_6787_Transcript_1_1",3,5,1,0,0,1,0,0,0,4,24,0,104,176,3,64,3,87
"oases3_k49_Locus_6795_Transcript_5_1",100,91,15,8,109,14,10,11,5,72,41,2,1065,810,603,589,258,719
"oases3_k49_Locus_6797_Transcript_1_1",4,5,0,0,1,1,3,6,7,19,0,0,137,52,44,32,17,94
"oases3_k49_Locus_6798_Transcript_6_1",1,1.15216,0,3,11,0,0,0,1,1,0,0,80.5298,47.8184,67.1234,37.6394,46.7328,71.25
"oases3_k49_Locus_679_Transcript_19_1",95.2377,53.1836,8.39345,10.5867,89.1368,2.33155,1.91156,8.36675,30.5115,73.0294,63.5413,5.7493,325.808,284.871,257.004,276.336,120.9534,250.5599
"oases3_k49_Locus_67_Transcript_2_1",8.70813,4.7958,4,4.99276,5.80016,0,2.59397,2.33168,0,0,8,0,186.386,135.958,122.426,88.8468,45.2322,116.0956
"oases3_k49_Locus_6807_Transcript_4_1",212.905,57.154,16.7025,19,191,6,19.6979,22.7763,40,74.4131,77,24,1335.54,886.025,992.45,899.871,472.317,807.401
"oases3_k49_Locus_6811_Transcript_3_1",32,8,3,2,22,3,7,3,3,22,0,5,455,569,438,326,165,399
"oases3_k49_Locus_6814_Transcript_3_1",146.633,62.9236,19.7283,17,639,2.00809,36,68,41,355,22,29,1410.48,921,1381.49,854,376.274,780.284
"oases3_k49_Locus_6818_Transcript_5_1",1019,147,20,52,1031,11,10,56,13,181,54,74,3128,2158,5900,4050,1678,2225
"oases3_k49_Locus_6826_Transcript_6_1",56.7728,4.53496,2.99996,11.477,94.7648,0,14,9,4,31.5897,2,16,246.157,55.1049,247.172,182.265,101.7155,188.4306
"oases3_k49_Locus_6827_Transcript_10_1",2542.34,654.808,281.983,326,7091.97,206,141.983,195.557,336.993,1111.91,272,68.9493,6530.51,5185.06,5476.08,4132.87,1271.497,3385.89
"oases3_k49_Locus_6828_Transcript_5_1",8.9657,1.22566,9.58643,7.92881,145.739,2.80177,8,3,9,6.42515,0,0,751.493,226.802,809.373,141.349,234.992,546.53
"oases3_k49_Locus_68434_Transcript_1_1",3,2,0,33,13,0,0,11.0382,0,25.0356,0,6,0,0,0,0,0,0
"oases3_k49_Locus_6849_Transcript_4_1",11.542,3.32205,1,9,36.6309,2,0,2,0,5,0,0,101.152,74.6555,101.791,33.0004,44.8039,106.2497
"oases3_k49_Locus_68580_Transcript_1_1",3,1,0,20,28.6884,0,2,26.6222,0,19,0,7,0,0,0,0,3.01555,0
"oases3_k49_Locus_68590_Transcript_3_1",12,3,0,39.6894,38,10,4,12,0,39.4936,1,8,0,0,0,0,0,0
"oases3_k49_Locus_685_Transcript_10_1",181,122,27,41,339,17,35,110,26,76,243,34,930.074,639.041,1896.03,1201.08,730.065,701
"oases3_k49_Locus_68737_Transcript_1_1",3,1,0,16,34,6,2,7,0,21,0,5,0,0,0,0,0,0
"oases3_k49_Locus_6884_Transcript_1_1",30.0309,4.75172,1,3.77207,36.6061,0,0,2,1.02148,10.0108,1,0,123.079,105.488,321.214,109.136,95.0899,99.3718
"oases3_k49_Locus_6893_Transcript_1_1",52,13,4,5,97,8,8,10,5,92.9767,0,1,148,107.296,160,89.7075,72,107
"oases3_k49_Locus_6896_Transcript_8_1",166,84.899,13,9,202,16,22,20,6,108,37,19,441.726,497.783,327.563,382.349,127.865,301.267
"oases3_k49_Locus_6899_Transcript_2_1",816.564,269.726,91.9745,34,287.713,25,33,72.5681,37,446.959,7,31,1009.35,734.727,491.104,431.993,190.3355,589.06
"oases3_k49_Locus_68_Transcript_1_1",0,0,1,0,7,5,0,0,0,0,0,0,61.4244,4,45,15,17,81
"oases3_k49_Locus_6903_Transcript_3_1",5,2,0,0,9,2,2,0,5,5,0,0,137,185,169,145,51,103
"oases3_k49_Locus_6904_Transcript_10_1",6,0,2,0,23,1,0,1.0085,2,10.0685,31,1,296.176,28.235,236,17,76.393,275.734
"oases3_k49_Locus_6909_Transcript_8_1",74.5249,20.2989,0,89.309,90.9416,2,2.56342,40.663,0,27.6074,1,21.3785,0,0,4.78954,0,28.4979,11.03367
"oases3_k49_Locus_690_Transcript_934_2",214.168,49.3187,10,33.4296,434.845,19.8413,49.2235,46,31,427.922,36,28.1113,597.704,98.2468,642.339,115.363,168.1682,261.461
"oases3_k49_Locus_690_Transcript_934_3",287,109,33,23,303,8,19,34,28,150,122,24,663.113,671.144,689.112,608,287.357,410
"oases3_k49_Locus_6911_Transcript_6_1",8.54336,3.79853,0,0,35.7191,0,0,5,0,5.06997,0,0,136.935,7.03964,187.973,42.5646,81.0876,97.4322
"oases3_k49_Locus_6914_Transcript_3_1",26,17,5,3,17,9,2,2,2,8,0,1,646,468,362,307,85,428
"oases3_k49_Locus_6924_Transcript_4_1",446,17,3,24,132,10,6,13,13,38,39,68,49,23,473,439,174,39
"oases3_k49_Locus_6927_Transcript_15_1",786.645,146.074,8.87432,255.836,2265.79,117.921,27.8828,77.8919,11.372,1834.26,146.591,170.134,588.063,182.681,632.917,228.952,161.6856,381.531
"oases3_k49_Locus_692_Transcript_11_1",150,26,5,15,143,4,4,8,11,29,1,8,688,453,818,778,299,492
"oases3_k49_Locus_6933_Transcript_2_1",3,0,0,0,8,0,0,0,0,1,0,0,58,11,65,11.3135,25,31
"oases3_k49_Locus_6934_Transcript_1_1",113.363,47.0577,26.7708,8.18337,96.2136,6,25.8614,7,47.6776,73.6307,1,19.5019,789.855,630.474,627.145,694.375,207.5925,473.728
"oases3_k49_Locus_69390_Transcript_1_1",12,9.48757,0,19.1254,79.8886,2.7965,2,15.9837,0,21.8495,34,5.8865,0,1,3,0,1,0
"oases3_k49_Locus_69538_Transcript_1_1",35,7,0,55,69,1,1,28,6,115,0,25,0,0,0,0,1,0
"oases3_k49_Locus_6970_Transcript_5_1",156.981,50,23,23.5557,126.552,1.26808,10.1013,14.4059,6,45,59,18.5217,1271.81,1184.97,861.375,878.175,414.438,1088.027
"oases3_k49_Locus_6971_Transcript_2_1",7.38082,0,0,2,148.565,0,5.72044,1,2,44.9004,0,0,349.128,0,434.503,12.4158,135.9129,445.845
"oases3_k49_Locus_69923_Transcript_2_1",9,3,0,34,28,0,1,21,0,14,0,4,1,2,0,0,2,0
"oases3_k49_Locus_6992_Transcript_1_1",385,54,1,41,522,6,0,53,1,73,39,20,444,374,2699,1048,587,248
"oases3_k49_Locus_6994_Transcript_5_2",0,3,0,0,0,0,3,0,1,0,0,0,148,57,1,6,1,54
"oases3_k49_Locus_6_Transcript_61_1",5.51568,0,0,1,46.7791,3,0,0,4,9.60427,0,0,55.5465,2.31638,76.4093,2.41971,22.12878,52.7559
"oases3_k49_Locus_6_Transcript_61_3",30,7,2,13,83.8107,9,1,2,0,9,1,2,161.509,145.742,337.482,126.925,100.394,183.0076
"oases3_k49_Locus_7002_Transcript_6_2",337.064,132.852,68.8187,39.6831,484.723,40.1036,49.3571,42.1523,56.67,243.987,139.114,48.6392,1592.01,1137.97,1740.7,1397.24,452.537,755.551
"oases3_k49_Locus_7021_Transcript_3_1",18.7911,4.68276,0,18.3162,43.9757,1,2,2.49258,1.77527,11.9907,0,5.46425,7.39087,3.05091,57.6069,34.5357,4.62557,5.88902
"oases3_k49_Locus_7027_Transcript_6_1",3434,2381,1027,34,95,198,90,114,154,994,768,51,7962,5774,276,946,80,3858
"oases3_k49_Locus_70280_Transcript_1_1",1,3,0,14,54,0,0,12,0,9,0,2,0,0,0,0,0,0
"oases3_k49_Locus_7030_Transcript_1_1",82,52,6,21,161,5,8,16,23,73,70,18,923,502,868,685,371,625
"oases3_k49_Locus_7034_Transcript_3_1",131,48,11,16,109,2,2,5,6,38,1,9,1125,734,663,581,224,710
"oases3_k49_Locus_7040_Transcript_3_1",37,97,14,9,172,5,5,3,13,105.429,0,8,514.731,672.871,361.019,148.022,125,394
"oases3_k49_Locus_7058_Transcript_3_1",46,25,18,2,40,1,3,6,14,21,14,4,310,407,380,324,128,248
"oases3_k49_Locus_705_Transcript_1_1",110.12,16.7148,10,3,291.588,8,3,13,0,31,1,2,1575.13,1075.2,1178.6,925.173,274.879,822.466
"oases3_k49_Locus_7061_Transcript_5_1",51,19,29,14,94,1,5,8,21,32,0,3,746,1088,778,587,264,511
"oases3_k49_Locus_7065_Transcript_3_1",0,0,0,2,6,0,0,2,0,1.16955,0,0,14,1,117,1,46,6
"oases3_k49_Locus_7066_Transcript_2_1",2,3,0,2,45,5,1,0,0,3,0,0,972.376,442,1143.81,488.289,445.664,1246.669
"oases3_k49_Locus_7088_Transcript_10_1",37.1759,12,1,1,46,0,0,5,1,9,34,4,446.812,445.196,645.354,510.69,240.046,372.794
"oases3_k49_Locus_7090_Transcript_1_1",10,9,1,3,50,0,2,4,0,25,0,1,247,256,384,217,163,260
"oases3_k49_Locus_7093_Transcript_4_1",141,23,9,6,135,11,3,15,0,101,2,20,455,343,296,286,135,376
"oases3_k49_Locus_709_Transcript_4_1",37.739,30,3,8,45.4452,8,4,4,0,16,0,3,280.145,185.682,281.954,220.96,123.6855,179.0137
"oases3_k49_Locus_7105_Transcript_1_1",152.813,84.931,20.3369,33.1982,186.872,3,21.844,29.3058,65.8692,169.31,4.04996,51.5801,1083.47,756.616,939.258,1176.46,310.373,590.318
"oases3_k49_Locus_7115_Transcript_9_2",0,1,0,2,7,0,0,0,0,3,0,0,158.895,25,80.4071,18,60.673,111
"oases3_k49_Locus_7119_Transcript_7_2",8,2,1,48,34,5,6,1,0,4,0,1,238,0,241,6,106,87
"oases3_k49_Locus_7123_Transcript_7_1",0,0,0.858869,1,7,0,1.4937,0,0,1,0,0,286.505,164.073,48.5136,32.6843,16.17177,230.411
"oases3_k49_Locus_7125_Transcript_3_1",422.216,103.581,2.57248,93.1747,965.997,60.3216,27.8756,466.601,5.54363,137.237,5.26212,22.4788,1179.59,210.933,1109.48,370.195,594.364,602.536
"oases3_k49_Locus_7129_Transcript_3_1",35.4662,5,0,35,33,1,0,9,0,15,1,7.6944,8,25,54.2713,55.9352,18.1444,4.71421
"oases3_k49_Locus_712_Transcript_2_1",42.6446,5,5,2,17.7303,1,1.67955,0,1,20.5249,0,1,165.241,80.5008,111,108.478,36.814,107
"oases3_k49_Locus_7138_Transcript_12_3",0,0,0,0,1.33986,0,0,0,0,5,0,0,6.23858,6,14.9043,6.12469,12.61358,12.52734
"oases3_k49_Locus_7167_Transcript_12_2",5,3,0,0,6,0,0,1.39481,0,0,0,1,30.6352,33.9238,36.6967,25.6642,25.1455,18.9199
"oases3_k49_Locus_7180_Transcript_3_1",2,2,0,1,1,0,0,3,0,0,0,0,251,32,15,9,7,77
"oases3_k49_Locus_7189_Transcript_2_1",21,11.2335,1,8,72,5.71388,2,11.2707,1.37987,112.994,0,0,892.369,367.272,486.742,174.505,252.845,475.867
"oases3_k49_Locus_7192_Transcript_9_2",1.0089,0,0,2,27,0,0,3,2,4,0,0,70.7039,2.04364,35.852,0,29.9941,59.2117
"oases3_k49_Locus_7203_Transcript_3_1",100,32,15,11,51,0,12,6,13,25,72,7,592,522,381,465,152,395
"oases3_k49_Locus_7209_Transcript_66_1",128.464,86.1415,7.92291,32.0281,139.195,2.40266,16.2286,38.7441,13,91.3279,7.57839,17.7602,334.675,145.75,239.853,82.0848,150.5359,228.6408
"oases3_k49_Locus_720_Transcript_14_1",751,191,100,39,329,30,62,19,44,51,76,41,1893,1590,1335,1167,620,1306
"oases3_k49_Locus_7211_Transcript_14_1",58.8404,22.9308,29.7753,12.4282,44.1251,0,4.37576,4.61297,0,37.8219,53,3.86455,346.377,272.328,256.145,145.216,129.5974,185.1788
"oases3_k49_Locus_7213_Transcript_6_2",67.3543,8.33142,3,16.6321,80,1,5.66734,13,4,31.5391,19,9,333.052,261,388.468,259.202,199.8193,267.17
"oases3_k49_Locus_7218_Transcript_2_1",13.6182,8,0,0,22,0,0,0,0,7.1962,0,1,79.1121,67.625,136.203,80.7772,27.7675,58.9174
"oases3_k49_Locus_7219_Transcript_1_1",55.6728,13,10,7.63206,41.6913,2.23578,0,0,7,25.6435,0,7,584.035,388.015,308.187,316.053,88.2426,324
"oases3_k49_Locus_7220_Transcript_7_1",94,25,1,30,198,2,2,19,9,46,45,23,690,585,1001,562,380,484
"oases3_k49_Locus_7229_Transcript_5_1",534,287,44,95,683,32,54,72,51,649,252,93,2523,1622,2887,1709,855,1602
"oases3_k49_Locus_7246_Transcript_4_1",1,4.18905,3,30.2077,67.8551,18,2,16.5265,0,38.0426,0,5.27307,0,0,1,0,2,2
"oases3_k49_Locus_7250_Transcript_3_2",0,0,0,4,19.7264,0,0,0,0,0,0,0,94.9134,73.8756,190.786,68.1525,81.7378,131.3579
"oases3_k49_Locus_72534_Transcript_1_1",0,0,0,1,17,0,1,23,2,13,0,0,0,0,0,0,0,0
"oases3_k49_Locus_7256_Transcript_4_1",61,43,7,3,69,3,2,14,8,48,0,3,2089,1983,505,602,148,1323
"oases3_k49_Locus_725_Transcript_3_2",9,2,0,0,2,0,2,0,0,5,0,1,90.5257,27.9723,79.39,22.5815,23.59084,39.0755
"oases3_k49_Locus_7272_Transcript_2_1",0,0,0,0,0,0,0,0,0,0,0,0,42,0,43,0,25,36
"oases3_k49_Locus_7286_Transcript_4_1",131,31,7,13,220.011,1,11,16,11,32,0,9,674.053,382.47,856.066,580.126,341,517
"oases3_k49_Locus_729_Transcript_2_1",20,6,0,0,39,1,0,2,0,8,0,0,126,72,117,48,80,124
"oases3_k49_Locus_7315_Transcript_3_1",522.718,58,46,33,246,3,19,12,30,117,67,52,642.322,472.171,1174.96,950.391,316.943,354.232
"oases3_k49_Locus_7323_Transcript_3_1",118,56,42,19,376,4,12,9,14,64,57,9,2139,2129,2426,1794,742,1555
"oases3_k49_Locus_7328_Transcript_2_1",84,29,11,1,50,2,3,9,2,28,115,5,372,317,360,381,128,323
"oases3_k49_Locus_7334_Transcript_2_1",40,4,5,6,53,7,1,1,3,11,3,2,432,410,416,406,161,312
"oases3_k49_Locus_7339_Transcript_10_1",31,11,0,3,2.21854,4,2,1,3,9,0,5,88.3158,207.357,118,177.535,39,88.6737
"oases3_k49_Locus_733_Transcript_2_1",24,10,4,7,48,0,2,6,3,41,1,1,96,69,74,57,26,62
"oases3_k49_Locus_7340_Transcript_7_1",131.92,38.7375,13.7302,14.8972,169.675,8,0,4.37873,14,41.0533,1,10,1040.38,1006.7,1087.46,963.241,317.012,749.835
"oases3_k49_Locus_7347_Transcript_5_2",228,44,24,17,140,4,16,8,12,27,3,9,291,318,503,192,194,225
"oases3_k49_Locus_734_Transcript_3_1",0,2,1,0,6,0,0,0,0,1,0,0,68,53,39.0382,43,15,41
"oases3_k49_Locus_7354_Transcript_1_1",39,6,2,6,23,0,0,5,4,10,0,3,218,203,188,222,85,176
"oases3_k49_Locus_7357_Transcript_9_1",14,17.4383,10,13.8758,21,24,7,27,1.88185,13.4582,0,6.65581,246.876,225.631,181.813,56.01,118.4388,165.8444
"oases3_k49_Locus_7359_Transcript_2_1",11,1,0,1,16.3364,0,0,0,0,2,0,0,253.06,31.1471,278.277,47.4735,117,141.1865
"oases3_k49_Locus_7360_Transcript_8_1",30.941,9.59174,3.13971,8.81502,177.189,0,5.91606,0,11.2521,8.18337,16,0,1743.47,1075.88,1575.76,947.896,434.095,871.507
"oases3_k49_Locus_736_Transcript_3_2",0,1.68732,0,2,27.2943,0,4.13185,4.25788,2.14574,2.22622,1.39575,0,76.8319,25.3301,118.483,22.9818,67.7417,78.793
"oases3_k49_Locus_7370_Transcript_1_1",9,5,1,0,0,0,0,0,0,0,0,0,33,70,18,30,8,29
"oases3_k49_Locus_7376_Transcript_6_1",129,40,60,15,55,6,19,21,13,40,14,14,384,192,149,239,70,271
"oases3_k49_Locus_7381_Transcript_5_1",5.17327,7.24628,1.72221,5,11.3651,3,0,2,0,3,0,1,45.2972,18.9484,33.4096,14.8536,14.40298,19.35462
"oases3_k49_Locus_7384_Transcript_2_1",0,3,0,1,1,0,0,0,0,0,0,0,27.4326,46.0001,8.61216,21.8732,6.32818,15.13296
"oases3_k49_Locus_7392_Transcript_2_1",0,19,1,3,12,9,0,2,0,9,0,2,2423,1375,198,8,66,1378
"oases3_k49_Locus_73936_Transcript_1_1",8,1,0,18,23.9896,0,0,6,0,11,1,1,0,0,0,0,0,0
"oases3_k49_Locus_73_Transcript_4_1",160,104,22,22,127,21,13,15,13,55,74,10,1846,1406,1034,1013,506,1157
"oases3_k49_Locus_740_Transcript_11_1",345.875,172.177,51.9399,59.0621,258.869,41.0654,49.4877,182.347,127.352,222.657,40,44.1934,1769.47,1094.14,959.325,773.57,409.809,1144.086
"oases3_k49_Locus_7418_Transcript_6_1",6,3,0,0,22.8125,0,0,1,0,0,0,0,132.48,39.0576,120.384,31.9365,23.63359,84.3354
"oases3_k49_Locus_7421_Transcript_16_3",18,11,0,0,34.2817,1,0,1,0,7,15,3,171.197,68.5433,144.259,81.0301,68.976,206.3042
"oases3_k49_Locus_7428_Transcript_1_1",2,0,0,4,37,0,1,1,0,2,0,0,82,1,72,2,46,73
"oases3_k49_Locus_7434_Transcript_2_1",90,70,9,25,85,9,22,14,16,59,32,9,578.963,770,481,503,188,494
"oases3_k49_Locus_7437_Transcript_7_2",39.971,18,3,11,240.811,1,2,1,2,5,0,2,323.785,346.764,622.678,325.677,223.326,222.943
"oases3_k49_Locus_7446_Transcript_1_1",1,0,0,0,13,0,1,0,0,5,0,0,88.512,9.80105,112.859,10.6279,15.46089,51.6362
"oases3_k49_Locus_7449_Transcript_1_1",63.968,66,45,17,115,7,39,12,137.979,105.943,129,14,2769.59,2139.36,1304.95,1018.68,385.106,1899.795
"oases3_k49_Locus_74536_Transcript_1_1",2,8,0,16,16,3,1,7,0,11,0,0,0,0,0,0,5,0
"oases3_k49_Locus_7462_Transcript_6_2",4,0,0,0,3.07441,0,1.09638,0,1,5,0,0,19.3505,6.99076,16.8538,18.6216,2.33473,5.98726
"oases3_k49_Locus_7464_Transcript_2_1",105.593,9.8266,14,0,43.5575,2,8,6,35,13,2,0,549.187,392.826,293.772,216.218,80.5291,309.604
"oases3_k49_Locus_7468_Transcript_29_3",19.8654,27.2183,0,1.98683,9,0,0,0,5.89267,3.95261,29.8486,3,763.658,748.3,58.0688,78.0156,50.2439,598.831
"oases3_k49_Locus_7477_Transcript_1_1",412,190,236,43,657,39,437,133,550,682,546,50,3733,3911,1769,1292,616,2118
"oases3_k49_Locus_7478_Transcript_1_1",527,273,94,112,821,188,159,61,116,353,349,50,1606.97,613.971,1319.96,579.738,550.966,1237.832
"oases3_k49_Locus_7485_Transcript_1_1",149,97.4824,30,5.39387,53,52,22,10.7566,19,105.224,29,23.6969,1489,604,293,319,109,777.515
"oases3_k49_Locus_7487_Transcript_3_1",284,120,97,53,191,15,54,30,120,243,142,40,942,729,773,813,308,609
"oases3_k49_Locus_748_Transcript_5_1",0,0,0,2,4,0,0,0,0,0,0,0,27.6554,0,23.1711,0,14.89373,19.5809
"oases3_k49_Locus_7513_Transcript_1_2",54,22,0,5,7,5,0,4,0,35,0,0,216.554,186.981,80.5788,85,25.50977,177.3412
"oases3_k49_Locus_7514_Transcript_1_1",172,103,41,27,246,12,25,19,42,213,154,41,189,222,183,209,64,104
"oases3_k49_Locus_7534_Transcript_2_1",0,0,0,0,7,0,0,0,0,0,0,0,76.916,9,78.9197,6,9,16
"oases3_k49_Locus_7537_Transcript_1_1",9.81979,1.98372,0,0,47,0,0,2.53157,0,9.4671,0,0,93.7368,29.752,138.328,47.4298,73.9124,78.1521
"oases3_k49_Locus_7544_Transcript_1_1",13,3.2055,5,1,21.0874,0,1,6.14862,0,6.29189,0,1,32.6167,16.5424,177.207,29.3524,72.0035,26.2005
"oases3_k49_Locus_7551_Transcript_3_1",234,146,37,44,342,17,37,51,60,396,7,49,1051,729,1037,996,325,596
"oases3_k49_Locus_7554_Transcript_9_1",69,156.061,6,12.337,41.2642,7.5843,13.4639,41,21,168.77,2.06739,24,224.247,131.129,79.7245,75.9722,17.14748,238.147
"oases3_k49_Locus_7560_Transcript_8_1",13,3,0,0,23,0,0,0,0,12,0,4,214.217,184.737,148.689,85,50.4261,159.5177
"oases3_k49_Locus_7568_Transcript_1_1",1,0,0,1,32,0,1,5,0,3,0,0,18,10,15,36,21,20
"oases3_k49_Locus_7583_Transcript_2_1",22.2377,1.16588,1.10939,16.1201,287.429,6.63323,26.8696,2.57361,5.85141,22.8853,0,3.50815,115.327,3.35253,213.236,12.0873,82.9498,112.3076
